,tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,jpg_url,favorite_count,retweets,user_followers,friends_count,dog_stage,dog_breed,confidence_level
0,892420643555336193,2017-08-01 16:23:56,Twitter for iPhone,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,13,10,Phineas,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,38971.0,8642.0,6512511.0,103.0,None,NaN,0.0
1,892177421306343426,2017-08-01 00:17:27,Twitter for iPhone,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",13,10,Tilly,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,33356.0,6351.0,6513629.0,103.0,None,Chihuahua,0.323581
2,891815181378084864,2017-07-31 00:18:03,Twitter for iPhone,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,12,10,Archie,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,25143.0,4213.0,6513629.0,103.0,None,Chihuahua,0.716012
3,891689557279858688,2017-07-30 15:58:51,Twitter for iPhone,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,13,10,Darla,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,42317.0,8762.0,6513629.0,103.0,None,Labrador_retriever,0.168086
4,891327558926688256,2017-07-29 16:00:24,Twitter for iPhone,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",12,10,Franklin,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,40476.0,9524.0,6513629.0,103.0,None,basset,0.555712
5,891087950875897856,2017-07-29 00:08:17,Twitter for iPhone,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,13,10,,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,20297.0,3155.0,6513629.0,103.0,None,Chesapeake_Bay_retriever,0.425595
6,890971913173991426,2017-07-28 16:27:12,Twitter for iPhone,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",13,10,Jax,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,11902.0,2105.0,6513629.0,103.0,None,Appenzeller,0.34170300000000003
7,890729181411237888,2017-07-28 00:22:40,Twitter for iPhone,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,13,10,,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,65834.0,19159.0,6513629.0,103.0,None,Pomeranian,0.566142
8,890609185150312448,2017-07-27 16:25:51,Twitter for iPhone,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,13,10,Zoey,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,27883.0,4321.0,6513629.0,103.0,None,Irish_terrier,0.487574
9,890240255349198849,2017-07-26 15:59:51,Twitter for iPhone,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,14,10,Cassie,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,32077.0,7525.0,6513629.0,103.0,doggo,Pembroke,0.511319
10,890006608113172480,2017-07-26 00:31:25,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13,10,Koda,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,30780.0,7439.0,6513629.0,103.0,None,Samoyed,0.957979
11,889880896479866881,2017-07-25 16:11:53,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,10,Bruno,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,27910.0,5030.0,6513629.0,103.0,None,French_bulldog,0.377417
12,889665388333682689,2017-07-25 01:55:32,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,48273.0,10192.0,6513629.0,103.0,None,Pembroke,0.966327
13,889638837579907072,2017-07-25 00:10:02,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,Ted,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,27292.0,4602.0,6513630.0,103.0,None,French_bulldog,0.99165
14,889531135344209921,2017-07-24 17:02:04,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,Stuart,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,15153.0,2262.0,6513630.0,103.0,None,golden_retriever,0.953442
15,889278841981685760,2017-07-24 00:19:32,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,Oliver,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,25400.0,5516.0,6513630.0,103.0,None,whippet,0.626152
16,888917238123831296,2017-07-23 00:22:39,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,29206.0,4564.0,6513630.0,103.0,None,golden_retriever,0.714719
17,888804989199671297,2017-07-22 16:56:37,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,Zeke,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,25707.0,4413.0,6513630.0,103.0,None,golden_retriever,0.46976
18,888554962724278272,2017-07-22 00:23:06,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,20015.0,3643.0,6513630.0,103.0,None,Siberian_husky,0.700377
19,888202515573088257,2017-07-21 01:02:36,Twitter for iPhone,RT @dog_rates: This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,,,,,None,Pembroke,0.809197
20,888078434458587136,2017-07-20 16:49:33,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,21854.0,3548.0,6513887.0,103.0,None,French_bulldog,0.995026
21,887705289381826560,2017-07-19 16:06:48,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,30314.0,5464.0,6513887.0,103.0,None,basset,0.821664
22,887517139158093824,2017-07-19 03:39:09,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,46428.0,11814.0,6513887.0,103.0,None,NaN,0.0
23,887473957103951883,2017-07-19 00:47:34,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,69415.0,18472.0,6513887.0,103.0,None,Pembroke,0.809197
24,887343217045368832,2017-07-18 16:08:03,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,33829.0,10539.0,6513887.0,103.0,None,Mexican_hairless,0.330741
25,887101392804085760,2017-07-18 00:07:08,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,30679.0,6040.0,6513887.0,103.0,None,Samoyed,0.733942
26,886983233522544640,2017-07-17 16:17:36,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,35314.0,7869.0,6513887.0,103.0,None,Chihuahua,0.793469
27,886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,12127.0,3341.0,6513888.0,103.0,None,kuvasz,0.309706
28,886680336477933568,2017-07-16 20:14:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,22531.0,4532.0,6513888.0,103.0,None,NaN,0.0
29,886366144734445568,2017-07-15 23:25:31,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,21212.0,3226.0,6513888.0,103.0,None,French_bulldog,0.999201
30,886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,28085.0,6383.0,6513890.0,103.0,None,pug,0.943575
